PRKCA
TOMM20
PAFAH1B1
OPRD1
CDK14
GNA15
CSTF2
XRN1
AP2A2
FLII
RAB3B
PLEKHF2
STX4
GNB1
NFYB
PAK4
SERPINE1
MAP3K11
SFRS3
SYNCRIP
RNPS1
MAD2L1BP
PFKFB2
LRPAP1
DRD3
PCDHA4
HSP90B1
TRA2B
RALBP1
NME1
ILF3
MAGED1
TUBB3
MAG
POM121
MCRS1
PPP5C
NR2F2
TRIP10
HAND1
HMOX2
CCDC90B
C7orf20
WDYHV1
CARM1
MAP3K8
PSMD2
MEGF10
RBP1
SSRP1
ERH
DFFA
UBE2D3
SHANK1
ENO2
WDR33
NR0B2
FGF1
CUL5
TNFRSF10A
STAT4
DACH1
PRKAA1
CAV3
NID1
MDC1
APLP1
STMN2
GMEB1
PDIA3
GP1BA
NGFRAP1
ABLIM1
TH1L
UPF1
SLC3A2
EHMT2
APOE
ITGA2B
MAFG
RCC1
SMARCA2
RXRB
ZYX
CBX1
PUF60
SOS2
EXOSC4
CDK16
TLN1
DLST
IRAK2
FKBP4
UBE2E3
KPNA1
MPP6
KLHL12
RNF4
LPXN
SDC3
IGFBP5
PTPRE
SYNJ1
TRIM63
UPF2
COPS3
RYR1
NEUROD1
HDAC7
EXOSC10
ABI2
KCNH2
HAND2
STAP2
VAV2
ZNF408
PNP
FXYD6
MED14
UBE2D2
KHDRBS3
ARL3
CPNE4
AKAP5
CR2
RAB11A
MAP3K7IP1
CTSD
EPHA4
EPN1
HSPB3
LRSAM1
VIPR1
SFRS2
HNRNPA1
ACVR1B
PPIA
ANP32A
CSNK1E
LGALS1
MYOG
RLIM
DRD2
PACS1
CHMP4B
KDM1A
RORA
DTX1
PPP1R14A
APBA1
LAPTM5
MED15
TAP1
CPE
HIST2H4A
ITGA3
NR1I2
KAT2A
CCR3
SPHK1
COX17
EEF2K
ISL1
PCBP2
FLOT1
LAMA1
TRPC6
PBX2
ST13
GTF2E2
RHOJ
STAT2
NOLC1
KIF1B
HIF1AN
MS4A2
HEYL
PTPRA
MAP2K6
NFIC
STAM
AMPH
OCRL
SUB1
MINK1
HSF4
NEK6
COL4A2
F5
TICAM1
RIC8A
UTRN
PSMD4
EDF1
LSM2
ARNTL
TLR10
PRPF6
NECAB2
TNNI3
PRMT2
KLC1
DPP4
GRB14
HUWE1
KCNJ2
DTX2
CD55
FBF1
RBPJ
TAF4
NDUFA4L2
CAPN2
GAK
ATXN3
IGHM
CD46
CD36
DDX17
ADRA1B
FCGR3A
UCHL1
SLC34A1
MAP2K7
HOXB1
FER
GMNN
IL1R1
TNFRSF1B
SGTA
TRPC1
ZBTB8
MYCBP
E2F2
HOXA10
CPNE1
SSTR2
TEAD1
ATP6V1E1
RAB25
JUB
RAD52
NOTCH4
CEBPE
CPSF6
MAP3K2
TCEB3B
MMP7
LPL
TTRAP
BLNK
SLC2A1
YTHDC1
OPRM1
FRS3
LAMA5
ADD1
TACC2
GTF2A1
MAP2K3
SNCAIP
CDC34
CD48
SELPLG
KCNJ12
PPL
EIF4G1
CDC2L2
LAMA4
RPS3A
SNX2
IRF7
DCP1A
TRAT1
TRIB3
GGA2
COL17A1
SOX9
PDK2
PNMA1
PHB2
RPGR
BMP2
NAGK
CDK3
APPL1
GDI1
S1PR1
HNRNPUL1
EMD
NPDC1
EXOSC8
CISH
HTRA2
MYO7A
RAD54B
HSPB8
SYNGAP1
DRAP1
TIRAP
TRAF3IP2
FCGR2A
PIP5K1A
OXSR1
TGFB2
DNMBP
GABARAPL2
ZBED1
HAX1
HOOK2
PQBP1
EIF3J
VPS11
TBC1D4
EFNA1
GRIPAP1
TSC22D3
TNFRSF11A
RHEBL1
CD47
WNT3A
SRI
MOAP1
TNPO1
DMPK
TIFA
GRM1
PLDN
GTF3C1
MACF1
PNRC2
TAF11
GLRX3
IFNGR1
RUNX3
BDKRB2
SF1
MCM3AP
BDNF
SERPINA5
FAM46A
NEK1
HOMER1
F2R
FKBP1A
COPS7A
TXNIP
CNOT7
AGT
CHAF1A
DES
TH
SMARCD3
CDC16
CEP70
CD40LG
MAP4K4
ERN1
NLK
HDAC9
APTX
F2RL1
PIK3R3
RNF5
CAPNS1
HNRNPH1
SCN5A
RYR2
GABARAP
NRXN1
TOP2B
APBA2
CEP55
RHOQ
RBBP6
LSM3
RFWD2
STX8
TBL1X
APLP2
MAST2
HMGB2
MKNK1
SPIB
BTG2
BMP4
LRP6
GADD45B
NAA38
MAPK11
CAV2
KCNA2
MYF5
GRINL1A
ARHGAP17
E2F4
ZNF165
TUBA3C
DTNB
IPO5
BSG
SKIV2L2
LIPE
MXD1
LMO3
HOXB9
NR2E3
EPHB6
PHC2
NAP1L1
EXOC7
GRK6
PTPN4
PMF1
OS9
POU3F2
CAMK2D
IL6R
NSFL1C
MX1
TUB
ALDOA
TTC1
NPPA
FNBP4
ADCY5
GNAZ
KLC2
RBM9
PURA
BCL2A1
APOA1
SOX8
CCL7
FTL
PNRC1
MBIP
HIST4H4
NUDT21
PEX5
SOCS7
EEA1
TRAF5
SERPINA1
TCEB1
HSPE1
PRKAA2
ATG12
PSMC3
SCNN1G
RHOD
ATP5B
TRPM7
MSX2
SNRPG
CSF2RA
GSTM4
KRT20
NAP1L4
ACTL6A
RIMS1
FOXH1
POLR2D
PYCARD
STIP1
RARG
ITGAM
HOXC8
PSMF1
MCM4
FNTA
TCHP
AKAP8
EIF2B5
QARS
HBXIP
CNTN1
SLC9A1
TNFRSF25
TXK
PJA1
SMAD6
DNAJC7
SMARCA5
TAF7
NFE2
AP1G1
HNRNPM
PDE6G
TOE1
FYB
HOXB6
GRM7
AFAP1
RING1
RRAD
MATK
RPL18A
COL7A1
KLK3
ASF1A
PDZK1
COPS8
CDC7
RABGEF1
BMP7
THAP1
NEK2
PPP1R2
TPM1
TCEB2
RHO
NFYC
TBC1D17
TBXA2R
SH2B1
PABPC4
TES
EEF2
CAMK2B
CYFIP2
HMGN1
RBM23
C1QA
MATN2
F8
ORC2L
GRIA4
MED23
CLSTN1
MPP3
ACACA
UBE2Z
PITX2
NME2
TANK
ANAPC10
KCNJ4
MED25
EPB41L1
XRN2
CCDC106
SF3B3
MC4R
FLNB
DUSP3
UBE2A
RRAS
RORB
ATP5A1
EPB49
TPT1
EIF3I
PLK3
EIF4G2
ASAP1
FCGR1A
ID1
EIF2B1
DYNLT1
ZNF638
BLK
RAB6A
EXOC8
STC2
CRY1
BGN
PILRB
LIN7A
SLA
KRT19
DTNA
FAM173A
VTA1
FHOD1
CAMKK1
LAT2
STK39
IKBKE
LTF
UBR1
ACP5
ZEB2
TF
GTF2E1
MCM6
NDE1
SERPINF2
EPHB1
HIRA
IGF1
MPDZ
SERPINH1
TNIP2
CASP4
DUT
ATP2B4
GAP43
RDX
TANC1
CEBPG
PLCB3
KRT7
RADIL
PTPN18
CTSS
EEF1B2
TAF6
ZNF655
ECSIT
GOLGB1
BAT5
EPHB3
PLXNA1
EIF5
CSPG4
KIFAP3
PAM
JDP2
MMP3
FHL5
PDHX
RIN1
MEP1A
SH3RF1
HNRNPH3
DBNL
FGA
GGA3
DHX30
RASD2
CBX4
AIP
SH2D3C
FCER1G
KCNA4
CUL4B
EFNB1
PDLIM5
NOS2
GOLGA3
ZCCHC10
MAPKSP1
SPN
CBFA2T2
VAMP2
CCL3
VCAM1
ASAP2
SNX9
HLA-C
RIMS2
DLGAP1
RGS14
POLR2G
KCNK3
ANXA5
TAF1B
RERE
WWC1
FBP1
PTPRM
SPG21
CRHR1
SSSCA1
EXOSC5
SPARC
BLOC1S1
PDLIM1
RALYL
NR2F6
IFI16
PPP1CB
PPP2R5C
PRTFDC1
ICAM3
ITSN2
PEX14
COL4A3
CHMP5
APCS
HSF2
TMEM62
BCCIP
PPP1R12A
SLAMF1
HHEX
CYP11A1
PRKCH
ARPC3
CABLES1
DPPA2
GORASP1
ZRANB2
PSME1
EFS
MORF4L2
VIL1
E4F1
PKD2
CAD
HDHD2
GYS1
FCAR
PPID
RPS6KA2
ADD2
GEMIN4
HOXB7
SLC25A4
FZR1
MMP1
UBQLN2
GAB3
GC
CBX8
HEY2
UBE2N
BHLHE40
TPM2
STXBP3
F10
HOXA1
TFAP2B
CDKN3
PIP5K1C
PTPRZ1
RIT2
OPTN
FMR1
ELF1
GSTP1
RAD23B
DCTN2
KLC3
PACSIN1
IL5RA
GNB5
ACVR2B
UXT
CAST
SNX4
ARL15
HOMER3
ACHE
PTGDS
ACCN3
RGS10
NOC4L
CDH9
CD93
SMARCC2
SEC13
ARID3A
MAML1
PSMA4
SERBP1
DRD1
PPP2R2A
KIF1C
KLHL20
RAPSN
CAMK4
ARHGEF11
NCSTN
TMSB4X
C16orf48
DHFR
GRIA2
AGTR2
BNIP3L
PTPN14
TRIM23
KCNMA1
SCTR
TRDMT1
MAGEA1
MED21
DLGAP4
C4orf14
ZNF250
SLC25A6
CHMP1B
RAB11FIP2
CCDC53
PLAU
DLL1
CNTNAP1
C20orf20
HSPA9
IKZF3
DAP3
LIMS1
NOMO1
CD99
NAPA
NEDD4L
PROX1
CYTH1
ACIN1
EDN1
DNAJA1
SHC3
SCNN1A
LBR
DUSP1
RPH3A
ADA
XPO5
FTH1
IL18
PIM2
AKAP1
HSPA1B
NAA10
NFATC1
MED17
PKN2
PSMC1
NR0B1
SFRS4
CBX3
EPRS
MAPK15
CABIN1
KIAA1279
MED6
TMPO
MBD3
UBE2E1
RANGAP1
EIF3L
ACAN
GRIA3
VPS24
CNTFR
RIF1
SCMH1
RGS4
SHANK2
SH3GLB1
CCNG1
DIAPH1
FANCL
PPP1R16A
SNRPD3
TRPC4AP
POR
UBA1
HNRNPL
PTPRN
CAMK1
SSTR3
BICD1
ORC1L
MAP4K5
DCAF6
TICAM2
LSM7
MAP3K7IP2
AQP1
SPAG9
DCX
RABGGTB
PLK4
REPS1
STK3
EVPL
MED19
ATP5J2
SKAP2
POLD2
POLB
PACSIN3
PRG2
TNNI2
ENG
TAF1C
DOCK1
CD7
SOX6
GPRASP2
ANAPC2
SIP1
ZFPM2
DDX19B
ACTR3
L3MBTL
RAB8A
CDH7
NFE2L1
HIVEP1
ANXA3
CNR1
DLG5
RNF14
CRELD1
ATP2B2
MYO10
TBPL1
CEBPD
CASR
CCT3
NLRP1
UBE2K
CRP
NCF4
SNRNP200
DGKD
POLI
GRIP1
MYO5B
DOK5
NCKAP1
PHLDA1
SIN3B
CHMP1A
RFC5
CHN1
EMG1
CGA
CNKSR2
KRT1
C5AR1
FXR1
IL2RA
RARB
RTN3
NUMBL
WIPF1
CNOT1
PPP2CB
SRCAP
ITGA1
MTA2
CHAT
MBL2
NGF
TFDP1
RAB6B
VPS28
ADRA2A
KCNQ5
KHDRBS2
FXYD1
MAP3K12
NR1H4
APEX2
DMAP1
CRCT1
KPNA6
VWF
REM1
PAK3
PKIA
LDLR
TAF1A
RAB34
GJB1
CRYAA
FOXA2
ITGA2
PHOX2A
ZNF148
SIRT2
NPAS2
DYNLL2
TRIM32
FBL
MAGI3
ARPC1B
RAB11FIP5
WIPI1
RBMX
PTPRU
DST
RYBP
TNFSF13
MIP
GMFB
UBE2D1
EID2
CA2
IL9R
POU1F1
PPM1F
FBN2
SRY
KIF23
PHC1
KPNA3
PER3
EIF4B
SLC9A2
EBI3
HIST1H1B
HMGN2
SNTB2
TAX1BP1
SF3A1
GABRG2
SEPHS1
CPSF7
PPBP
HMOX1
HTR2C
FGF7
POLR2H
RANBP10
CHMP2B
PTPN22
RGL2
PFDN5
PTGIR
GNG2
MYH2
FBXW11
IL8
NEK9
GPRIN2
KCNQ3
PPP2R5E
DEDD
STX11
HIP1R
POLR3F
ADRM1
AP3B1
IDE
PIN4
RAB3A
COPA
UPF3A
USP2
ATP1B1
HIPK1
SP100
BAHD1
GABPA
LIN7B
BATF
SNAP29
HTATSF1
FLOT2
CUL9
POLR2L
POLR1B
DAZ1
EPB42
KCND2
SF3B4
TNIP1
BNIP2
TOMM34
RPSA
TSNAX
ADAMTSL4
NCF2
ADRA1A
SYNJ2
GRAP
SAP18
TCAP
TNFRSF10B
HMG20A
RPS6KA4
HLA-DRA
GSPT1
RNF8
MARCKS
CCT7
SYTL4
TARBP2
COPG
DOK4
ARHGDIB
SH3BP1
EPB41L2
AKT1S1
E2F5
TLK2
C8orf30A
NCBP1
MRAS
BLMH
PHKG1
SMN2
C2orf18
ASF1B
PSMA7
TNFRSF8
UBE2G2
BMP6
DPYSL2
TDGF1
AKAP8L
AP4M1
DRD4
SEMG2
RAB2A
RFC4
BECN1
C10orf4
MADD
RASL12
PPA1
SNRPD1
GPAA1
NUP85
PLN
PAK7
RBM14
CALD1
GPI
C19orf57
MYL2
PITPNA
SDCBP2
TLR1
STXBP2
CITED1
PPIB
SEC23A
MARK2
AIMP2
WNK1
CDK17
KCTD17
UHRF2
IL23R
TPI1
DAPK3
SIGIRR
GBP2
TMF1
GRID2
CD3D
DMRTB1
PPFIA3
GABPB1
PKMYT1
MKNK2
USF2
TAF12
TRIP12
TREX1
EIF4ENIF1
CHAF1B
CSRP3
ZNF446
SLC6A3
KRT10
MTMR9
IL13
PLIN3
CRIPT
MAP2K5
THAP7
MPG
GIT2
SSX2IP
MPRIP
POU2F2
DNTTIP2
IKZF4
SMARCC1
FGG
DPYSL5
DBF4
ATF7
HSPBP1
IL1A
SCAMP3
EFEMP1
PSMC3IP
ASGR1
CLTB
LZTS2
TGFB3
SPTA1
GNMT
LILRB2
NR1D2
RAB8B
LEP
CRADD
SPTB
STK36
RHEB
NOD1
TAF5
RNF2
UBE2B
MAD2L2
ZNF263
EPN2
TIMM50
PDZD3
CHRNA4
MYOZ2
DNTT
NCS1
EDAR
ZNF451
RHPN1
VAMP4
DEF6
PMAIP1
C1R
DUSP4
FIBP
CALCR
CUL2
PHYH
RINT1
PEX6
IFNGR2
MAP1LC3B
PRKAR1B
LRRC7
BAI1
CDK8
MYO6
SEMG1
SFRS16
TOP3B
GEMIN7
SYP
GCH1
LRP8
KCNQ2
DTNBP1
GP6
STX3
BTLA
TSPYL2
ITPKA
LGALS3BP
SNCB
LTBR
KRT5
PAXIP1
PRPF4
GLS2
PCNT
IL15RA
STK24
PKP4
SYNE1
CEACAM3
MYOCD
RAD1
TM4SF1
PCBD1
COL4A5
PSMC6
DUSP16
TGS1
SART3
CACNG2
ARFIP2
POLR2E
KIDINS220
NR5A2
RTKN
CPNE2
MAVS
AMOTL2
INHBA
SERF2
FNTB
ABCF3
BNIP1
RAD50
SERTAD1
CACNA1C
MS4A1
TINAGL1
GCC1
NDEL1
SETD7
AP1M2
PCSK5
C1orf65
TG
CCL2
NTS
KIF1A
STK35
RPLP0
BRAP
SNUPN
TBCD
ATP2A2
POMC
SCNN1B
RPL8
CHST15
CCBP2
PSG9
SERPINB2
COBRA1
CSDA
HEXDC
EIF3G
PPFIA2
CASQ2
CTGF
ANXA6
C1D
SLC27A6
NUCB1
POLE2
IL12RB2
CST3
PFKM
RAB9A
RPTOR
RAB3D
USP9X
SYNJ2BP
CDH15
NOXA1
RBM39
ELK3
SKAP1
TSPY1
HMMR
LIG4
SIT1
USP13
HOXD4
TGOLN2
IL27RA
ECT2
ZFYVE20
CA12
SMG1
CREG1
DBP
EDNRB
PSMD10
CDCP1
KIAA1267
ENOX1
TNFRSF12A
NKIRAS1
EIF5A
NFASC
TLR3
SNAP91
KLRC1
USP6NL
CYBA
COL8A1
TNFRSF9
CCL21
PSMD7
SRP72
SALL1
SHKBP1
HOOK1
IQGAP2
CXCL13
KCTD13
DNAJB9
SNTG1
VSNL1
AGTRAP
LSM4
CD63
CDK5RAP3
SIGLEC12
CTNNBIP1
DPPA4
OAZ1
SCP2
SNRPN
MECP2
CKM
CSH1
POLR2K
EPHA8
PRC1
SCAND1
TP53RK
GNG13
AP3S1
SERPING1
TAC3
MKI67
GPSM2
RAPGEF6
RBCK1
MNDA
RAB5B
HSPA2
THAP11
TLK1
FBXW5
VPS18
QTRT1
TXNDC9
CLDN1
AKAP3
RNF19A
GTF2IRD1
ANKRD11
CDKN1C
DOK3
PDE4D
CHD1
UBA2
RBBP9
ANXA7
KCNAB2
SFRS13A
MAFK
PRPF4B
ITGA9
MED24
SFRS5
CXCL12
KCNK9
FZD1
KCNK15
MICAL1
FBN1
CIR1
NIPSNAP3A
ORC3L
P2RY2
ITGA7
SLC8A1
KLF1
ZNF76
GRIK5
HNRNPF
ITPR3
COPB2
STK19
CHRM3
CSTF1
CDC45L
SON
NFATC4
POP7
SVEP1
REV1
STOM
C1orf190
SUPT16H
SRGN
RAB7A
XAB2
NR4A2
RNF10
FZD7
CHMP4A
KIF5C
PDC
PLXNB3
CCNE2
NXF2
CEP72
LTBP1
HOXA5
CCL18
CLINT1
IRF8
PTH1R
HMG20B
HK2
TSPAN4
FGF3
DYNC1I1
NAT9
TRIM39
PLEKHB1
CDC42EP1
CELSR3
EID1
SFRS9
IPO13
COL4A6
RPP14
TEP1
ZNF426
MYOZ1
SYT9
OLFM2
CCDC130
MORF4L1
DNAJB11
DAPP1
EXOSC9
ZBTB43
PPP1R9A
MLL2
CLNS1A
GOT2
TBL3
SPG7
ZBTB25
TRPC4
ZMIZ1
ZNF259
NEFH
SNF8
ATF6
PSMD8
MAGEB18
MMP13
TNFRSF13B
ZBTB32
RFXANK
NEO1
COPG2
SPTBN2
TAOK2
CCKBR
NDUFB9
IL10RA
STK16
EHD1
STX6
TNNI3K
KLF11
ZNF423
TRIM21
ARFGEF2
CNN1
ANXA11
JAKMIP1
ANKRD2
PF4
RPS6
FHL1
GRK1
IPO11
NCALD
RAB38
CXCR1
DNM1L
VIP
CABLES2
STK38
PTPN3
TENC1
NR2C1
CLSPN
GAD1
DIABLO
EIF2AK3
UBE2L6
FUNDC2
SH3D19
IMPDH2
SNRPE
FKBP2
YEATS4
RND1
RPS3
PIGQ
PMCH
PPP2R3A
MPZL1
PPARGC1B
ZNF205
EFNA5
PHF21A
ANAPC5
CD14
HIST1H3A
KCNIP3
CD1D
STX16
ACTR2
HPS6
ZFAND5
ZNF581
ACVRL1
C4B
ARL6IP1
LSM6
RPS2
SLPI
TAX1BP3
GLUL
LDHA
KCNA5
DCUN1D1
NR1I3
EIF4A3
CRYBB2
EXOSC7
RRM2
IRAK4
CD72
CPSF1
MYO9B
NEB
RAMP3
IGFBP7
ZMYND8
GNG4
TIMP3
ADRB3
MAGEC1
UBE4B
CACNA1B
ORC4L
PDGFA
MRPL20
TFAP2C
CHM
STRN3
SPAG5
SMC3
ARHGEF15
YLPM1
TNNT2
LPA
NHP2L1
GTF2A1L
NOL12
UBE2G1
PTPRH
F12
HNRNPR
PVRL2
KIAA0182
MAPK1IP1L
NGB
LRDD
MAGEH1
WDR62
CHPF
SYT4
BAZ1B
MXD4
UBXN11
LSM5
PPM1B
KIF3A
GSC
ATXN7
ADAMTS4
HIST2H3C
KIF5A
BMP1
CLDN3
CREB3
IRF5
LHX3
CAMP
SHPRH
SH2D2A
PAPOLA
AKAP11
NRP2
DGKA
SOD1
AIMP1
RELN
TERF2IP
LIMK2
AQP4
LRP2BP
INHBB
RAI14
TLR9
MEOX2
TSC22D1
GTF3C4
DCP1B
MUC7
PI4KB
DNMT3L
LRP12
KRT17
FBLN5
PARK7
ADRBK2
